customer_id,tenure_months,contract_type,network_type,monthly_bill,total_call_duration,days_since_recharge,network_drops,complaints,churn_label
TEL-13022,14,Month-to-Month,4G,43.48,492,28,0,0,0
TEL-13023,38,Month-to-Month,4G,91.63,372,47,0,0,0
TEL-13024,65,1-Year,4G,49.18,654,32,0,1,0
TEL-13025,6,Month-to-Month,4G,83.59,870,32,0,0,0
TEL-13026,53,Month-to-Month,4G,74.12,771,29,0,0,1
TEL-13027,49,Month-to-Month,4G,38.96,642,17,0,0,0
TEL-13028,30,Month-to-Month,4G,76.13,321,46,4,3,1
TEL-13029,49,Month-to-Month,4G,42.72,598,18,1,0,0
TEL-13030,56,Month-to-Month,4G,46.1,570,32,1,0,0
TEL-13031,25,2-Year,4G,70.6,296,10,1,0,0
TEL-13032,1,Month-to-Month,5G,25.71,649,41,0,0,0
TEL-13033,42,1-Year,4G,116.26,0,67,0,1,1
TEL-13034,71,Month-to-Month,4G,97.14,480,26,1,0,1
TEL-13035,19,Month-to-Month,4G,75.75,283,21,4,0,0
TEL-13036,45,Month-to-Month,5G,68.06,427,23,3,0,0
TEL-13037,12,Month-to-Month,4G,59.01,523,19,0,2,1
TEL-13038,30,Month-to-Month,4G,87.85,520,25,0,0,0
TEL-13039,71,2-Year,4G,49.55,565,34,2,3,0
TEL-13040,34,Month-to-Month,4G,118.94,301,38,0,0,1
TEL-13041,52,2-Year,4G,35.53,118,22,1,0,0
TEL-13042,34,Month-to-Month,5G,31.69,343,16,1,0,0
TEL-13043,27,2-Year,5G,41.5,766,34,0,2,0
TEL-13044,23,1-Year,4G,38.06,656,45,0,2,0
TEL-13045,8,1-Year,5G,115.76,315,23,0,0,0
TEL-13046,51,Month-to-Month,4G,118.39,0,115,9,1,1
TEL-13047,60,Month-to-Month,5G,53.45,385,23,0,0,0
TEL-13048,36,1-Year,5G,98.55,309,18,0,0,0
TEL-13049,40,Month-to-Month,4G,82.22,193,44,3,1,0
TEL-13050,58,Month-to-Month,4G,47.39,415,22,0,1,0
TEL-13051,24,2-Year,5G,43.07,405,43,4,1,0
TEL-13052,12,Month-to-Month,4G,79.32,317,38,2,0,0
TEL-13053,4,Month-to-Month,5G,52.73,779,25,4,0,1
TEL-13054,61,Month-to-Month,4G,99.49,490,25,0,3,1
TEL-13055,42,1-Year,4G,99.39,607,19,1,0,0
TEL-13056,49,Month-to-Month,4G,50.21,538,30,0,0,0
TEL-13057,21,Month-to-Month,4G,92.89,0,85,0,0,1
TEL-13058,61,Month-to-Month,5G,57.5,455,27,0,0,0
TEL-13059,58,Month-to-Month,4G,32.43,699,32,5,0,0
TEL-13060,15,Month-to-Month,4G,70.75,855,21,1,0,1
TEL-13061,4,Month-to-Month,4G,104.21,466,11,2,0,0
TEL-13062,1,Month-to-Month,4G,117.98,232,31,4,0,0
TEL-13063,19,Month-to-Month,4G,114.06,226,45,0,0,0
TEL-13064,39,2-Year,4G,90.95,216,36,1,0,0
TEL-13065,19,Month-to-Month,4G,82.71,690,29,0,1,0
TEL-13066,3,1-Year,4G,96.4,341,20,1,0,0
TEL-13067,13,Month-to-Month,4G,72.48,452,23,3,0,0
TEL-13068,35,Month-to-Month,4G,46.52,632,27,0,0,0
TEL-13069,55,2-Year,5G,20.25,529,21,0,0,0
TEL-13070,50,1-Year,4G,107.28,369,20,0,0,0
TEL-13071,30,2-Year,4G,113.55,532,48,4,0,0
TEL-13072,58,2-Year,4G,104.78,442,32,0,2,0
TEL-13073,59,Month-to-Month,4G,40.23,164,43,1,0,0
TEL-13074,19,Month-to-Month,4G,31.89,505,28,5,0,1
TEL-13075,63,1-Year,4G,69.46,692,26,0,0,0
TEL-13076,52,Month-to-Month,4G,71.03,653,39,1,0,0
TEL-13077,61,1-Year,4G,78.25,0,118,0,2,1
TEL-13078,33,2-Year,5G,101.05,476,15,0,1,0
TEL-13079,32,1-Year,4G,71.4,526,11,0,0,0
TEL-13080,39,2-Year,4G,69.33,718,39,2,2,0
TEL-13081,41,Month-to-Month,5G,48.99,678,37,1,2,0
TEL-13082,40,Month-to-Month,4G,70.48,459,37,0,0,1
TEL-13083,29,1-Year,4G,98.1,478,14,2,3,0
TEL-13084,70,1-Year,5G,56.75,522,25,6,1,0
TEL-13085,18,Month-to-Month,5G,42.2,373,33,1,0,0
TEL-13086,39,Month-to-Month,4G,86.12,418,38,4,0,0
TEL-13087,51,Month-to-Month,4G,81.23,538,22,0,2,0
TEL-13088,67,Month-to-Month,4G,119.58,432,6,2,0,0
TEL-13089,48,Month-to-Month,5G,117.34,485,25,5,4,0
TEL-13090,62,Month-to-Month,5G,39.71,315,27,2,2,0
TEL-13091,24,Month-to-Month,4G,52.04,313,22,0,0,0
TEL-13092,59,2-Year,4G,87.38,249,34,3,1,0
TEL-13093,8,1-Year,4G,60.5,435,50,1,1,0
TEL-13094,38,Month-to-Month,4G,85.15,592,18,2,0,0
TEL-13095,64,2-Year,4G,66.65,273,25,1,0,0
TEL-13096,57,Month-to-Month,4G,32.36,265,17,4,0,0
TEL-13097,5,Month-to-Month,4G,83.59,603,37,0,0,0
TEL-13098,7,Month-to-Month,4G,74.13,302,36,0,2,0
TEL-13099,26,Month-to-Month,5G,94.2,485,20,3,0,0
TEL-13100,70,1-Year,4G,34.09,825,41,2,0,0
TEL-13101,56,2-Year,5G,26.47,547,18,3,0,0
TEL-13102,43,Month-to-Month,4G,32.55,171,13,0,0,0
TEL-13103,36,,5G,44.15,551,37,0,0,0
TEL-13104,65,Month-to-Month,5G,54.18,306,26,3,0,0
TEL-13105,8,2-Year,4G,84.68,374,30,5,0,0
TEL-13106,55,Month-to-Month,4G,85.8,516,35,2,0,0
TEL-13107,45,2-Year,4G,95.78,320,30,0,0,0
TEL-13108,1,Month-to-Month,4G,81.73,570,23,2,0,0
TEL-13109,64,1-Year,4G,76.42,0,113,3,0,1
TEL-13110,35,1-Year,5G,52.25,373,26,12,1,0
TEL-13111,44,Month-to-Month,4G,106.62,460,40,2,0,0
TEL-13112,22,Month-to-Month,4G,106.06,0,107,0,0,1
TEL-13113,8,1-Year,4G,72.19,427,15,0,1,0
TEL-13114,59,1-Year,5G,41.54,481,10,2,0,0
TEL-13115,18,1-Year,5G,41.94,704,12,8,0,1
TEL-13116,66,1-Year,5G,65.52,404,42,0,3,0
TEL-13117,4,1-Year,5G,113.92,317,39,1,1,0
TEL-13118,7,Month-to-Month,4G,33.38,597,27,2,0,0
TEL-13119,22,1-Year,4G,84.38,494,11,2,0,0
TEL-13120,2,Month-to-Month,4G,119.68,705,34,0,0,1
TEL-13121,29,,4G,20.22,859,27,2,3,0
TEL-13122,69,,5G,111.66,466,25,1,0,0
TEL-13123,24,Month-to-Month,4G,90.29,802,46,1,0,0
TEL-13124,30,2-Year,5G,84.57,633,27,2,0,0
TEL-13125,64,2-Year,4G,102.78,754,31,0,1,0
TEL-13126,58,Month-to-Month,5G,42.04,244,29,1,1,0
TEL-13127,21,1-Year,4G,82.34,234,37,0,0,0
TEL-13128,67,2-Year,4G,92.1,734,22,1,0,0
TEL-13129,8,Month-to-Month,5G,37.56,360,32,8,0,0
TEL-13130,54,Month-to-Month,5G,27.31,893,5,5,0,0
TEL-13131,6,Month-to-Month,4G,26.67,651,23,0,0,1
TEL-13132,26,Month-to-Month,4G,86.28,702,28,1,3,0
TEL-13133,57,Month-to-Month,5G,78.07,408,27,0,0,0
TEL-13134,58,1-Year,4G,93.23,486,33,0,4,0
TEL-13135,45,Month-to-Month,4G,116.66,614,27,0,0,0
TEL-13136,34,Month-to-Month,5G,72.98,373,37,0,0,0
TEL-13137,37,Month-to-Month,4G,114.14,618,31,3,0,1
TEL-13138,45,Month-to-Month,5G,64.7,524,50,0,0,0
TEL-13139,41,Month-to-Month,4G,92.89,375,25,0,0,0
TEL-13140,26,Month-to-Month,5G,111.95,540,22,2,3,0
TEL-13141,66,Month-to-Month,4G,67.04,500,23,0,0,0
TEL-13142,18,Month-to-Month,4G,80.06,0,102,0,0,1
TEL-13143,21,2-Year,4G,115.45,406,30,2,0,0
TEL-13144,61,1-Year,4G,86.35,723,39,0,0,0
TEL-13145,49,Month-to-Month,4G,91.81,637,27,0,0,1
TEL-13146,26,Month-to-Month,4G,38.3,35,39,4,0,0
TEL-13147,55,2-Year,5G,54.82,567,23,1,0,0
TEL-13148,43,Month-to-Month,4G,55.64,0,118,2,0,1
TEL-13149,63,Month-to-Month,4G,33.91,531,12,0,0,0
TEL-13150,39,2-Year,4G,83.4,557,27,0,1,0
TEL-13151,48,Month-to-Month,4G,48.88,669,20,0,0,1
TEL-13152,32,Month-to-Month,4G,109.55,403,21,1,1,0
TEL-13153,30,Month-to-Month,4G,100.18,458,22,3,0,1
TEL-13154,20,Month-to-Month,4G,73.98,294,10,1,0,0
TEL-13155,60,1-Year,4G,91.13,454,26,4,0,0
TEL-13156,5,Month-to-Month,4G,115.55,632,51,0,0,0
TEL-13157,60,1-Year,4G,25.66,436,50,13,0,0
TEL-13158,31,1-Year,4G,40.87,697,22,5,0,0
TEL-13159,40,2-Year,4G,105.24,240,25,0,0,0
TEL-13160,63,Month-to-Month,4G,83.24,654,14,2,2,0
TEL-13161,24,Month-to-Month,4G,77.06,438,27,1,0,1
TEL-13162,61,Month-to-Month,4G,29.2,665,12,0,4,1
TEL-13163,56,Month-to-Month,4G,34.13,574,33,7,0,0
TEL-13164,1,Month-to-Month,4G,80.0,481,30,1,0,0
TEL-13165,70,1-Year,4G,39.75,446,26,2,0,0
TEL-13166,27,Month-to-Month,4G,71.42,0,103,0,2,1
TEL-13167,51,1-Year,4G,39.67,669,32,0,0,0
TEL-13168,8,Month-to-Month,4G,117.67,0,82,0,2,1
TEL-13169,34,Month-to-Month,4G,88.97,443,38,1,0,0
TEL-13170,62,Month-to-Month,4G,43.88,314,30,2,0,1
TEL-13171,36,1-Year,5G,106.06,557,28,2,0,0
TEL-13172,26,1-Year,4G,37.85,605,27,0,0,0
TEL-13173,25,Month-to-Month,4G,24.01,810,52,2,0,0
TEL-13174,25,2-Year,4G,110.57,198,34,0,0,0
TEL-13175,68,2-Year,5G,36.3,627,11,2,0,0
TEL-13176,15,Month-to-Month,5G,97.5,458,33,6,1,0
TEL-13177,54,Month-to-Month,4G,117.01,548,51,4,0,0
TEL-13178,11,1-Year,4G,43.49,523,47,0,0,0
TEL-13179,10,Month-to-Month,4G,72.23,477,27,1,1,0
TEL-13180,30,Month-to-Month,4G,92.77,698,5,5,1,0
TEL-13181,19,Month-to-Month,5G,34.55,0,106,3,2,1
TEL-13182,19,Month-to-Month,4G,50.19,448,27,0,0,0
TEL-13183,55,1-Year,5G,55.91,0,116,3,0,1
TEL-13184,44,Month-to-Month,4G,55.55,571,29,2,1,0
TEL-13185,27,Month-to-Month,4G,84.42,388,29,2,1,0
TEL-13186,24,Month-to-Month,4G,29.44,359,21,7,4,1
TEL-13187,4,2-Year,4G,105.54,335,23,0,0,0
TEL-13188,18,,4G,22.22,561,15,0,4,0
TEL-13189,8,Month-to-Month,5G,42.49,106,50,0,4,0
TEL-13190,52,Month-to-Month,4G,24.62,737,28,6,0,1
TEL-13191,38,Month-to-Month,4G,81.08,520,37,2,0,0
TEL-13192,41,1-Year,5G,29.74,447,39,1,0,0
TEL-13193,32,1-Year,4G,55.13,556,43,6,0,0
TEL-13194,65,Month-to-Month,4G,33.84,430,26,1,0,0
TEL-13195,34,Month-to-Month,4G,108.56,443,29,1,2,0
TEL-13196,1,Month-to-Month,5G,31.27,739,30,0,0,0
TEL-13197,11,Month-to-Month,4G,75.86,663,40,1,0,0
TEL-13198,29,1-Year,4G,108.64,614,43,2,0,0
TEL-13199,50,1-Year,4G,67.97,521,31,0,4,0
TEL-13200,68,1-Year,4G,30.42,142,17,0,0,0
TEL-13201,43,Month-to-Month,4G,37.49,487,15,5,0,0
TEL-13202,28,Month-to-Month,5G,35.38,690,15,2,1,0
TEL-13203,27,Month-to-Month,4G,112.47,434,19,0,0,1
TEL-13204,12,2-Year,4G,113.87,556,34,0,0,0
TEL-13205,62,Month-to-Month,5G,45.33,501,23,0,0,0
TEL-13206,8,Month-to-Month,4G,48.07,0,62,0,2,1
TEL-13207,52,Month-to-Month,4G,98.76,438,24,2,0,0
TEL-13208,19,2-Year,4G,25.96,367,34,1,0,0
TEL-13209,68,1-Year,4G,85.3,447,15,3,0,0
TEL-13210,19,Month-to-Month,4G,118.0,754,27,2,0,1
TEL-13211,20,Month-to-Month,4G,41.34,466,26,5,0,1
TEL-13212,42,Month-to-Month,4G,61.9,287,15,0,3,1
TEL-13213,35,1-Year,4G,105.16,602,18,1,1,0
TEL-13214,46,2-Year,4G,75.42,579,43,0,0,0
TEL-13215,26,,4G,31.75,435,32,8,3,0
TEL-13216,2,Month-to-Month,4G,77.66,508,41,0,0,0
TEL-13217,37,1-Year,5G,46.35,385,21,2,2,0
TEL-13218,2,1-Year,4G,78.38,602,22,2,0,0
TEL-13219,52,Month-to-Month,4G,23.52,434,12,2,0,0
TEL-13220,57,1-Year,4G,89.47,500,20,9,0,0
TEL-13221,47,1-Year,4G,113.29,413,15,0,0,0
TEL-13222,56,Month-to-Month,4G,105.56,272,23,1,0,1
TEL-13223,28,Month-to-Month,4G,113.72,599,26,2,1,0
TEL-13224,59,Month-to-Month,5G,40.28,723,32,0,0,0
TEL-13225,15,2-Year,4G,79.63,751,24,0,3,0
TEL-13226,66,2-Year,5G,93.31,250,25,2,3,0
TEL-13227,8,Month-to-Month,4G,45.86,595,27,1,2,1
TEL-13228,25,2-Year,4G,50.86,264,23,6,0,0
TEL-13229,56,Month-to-Month,5G,92.18,606,40,2,0,0
TEL-13230,44,1-Year,4G,74.54,326,36,0,2,0
TEL-13231,7,Month-to-Month,4G,98.18,419,30,1,2,0
TEL-13232,53,2-Year,4G,101.62,500,20,0,0,0
TEL-13233,24,Month-to-Month,4G,69.38,422,28,0,1,0
TEL-13234,68,Month-to-Month,4G,74.18,590,28,4,1,0
TEL-13235,9,2-Year,4G,62.41,296,37,0,1,0
TEL-13236,4,Month-to-Month,5G,93.51,420,17,2,1,0
TEL-13237,59,Month-to-Month,5G,94.85,734,20,0,0,0
TEL-13238,5,1-Year,4G,56.68,618,36,1,0,0
TEL-13239,9,2-Year,5G,76.49,645,25,2,2,0
TEL-13240,13,Month-to-Month,4G,72.14,406,36,0,0,0
TEL-13241,52,2-Year,4G,60.56,608,34,0,0,0
TEL-13242,40,Month-to-Month,5G,34.28,391,35,0,0,0
TEL-13243,4,2-Year,4G,44.5,278,19,2,1,0
TEL-13244,69,Month-to-Month,4G,71.07,334,31,0,0,0
TEL-13245,28,1-Year,4G,116.05,624,24,2,0,0
TEL-13246,48,Month-to-Month,4G,68.62,557,15,1,0,0
TEL-13247,62,1-Year,4G,62.87,759,7,0,0,0
TEL-13248,10,Month-to-Month,4G,27.45,738,22,2,0,1
TEL-13249,41,1-Year,5G,112.91,0,80,0,2,1
TEL-13250,63,2-Year,4G,86.65,283,21,0,0,0
TEL-13251,20,Month-to-Month,4G,38.63,440,40,1,0,0
TEL-13252,70,Month-to-Month,4G,44.97,0,84,0,1,1
TEL-13253,43,Month-to-Month,5G,83.72,623,20,0,3,1
TEL-13254,23,Month-to-Month,4G,98.56,276,33,4,2,1
TEL-13255,46,1-Year,4G,105.23,540,44,2,0,0
TEL-13256,16,Month-to-Month,5G,21.2,505,32,2,0,0
TEL-13257,42,2-Year,4G,31.53,614,18,1,0,0
TEL-13258,62,Month-to-Month,4G,30.53,485,25,1,0,0
TEL-13259,51,2-Year,4G,80.21,467,41,0,0,0
TEL-13260,45,Month-to-Month,5G,97.06,549,33,1,1,0
TEL-13261,31,Month-to-Month,4G,107.65,271,18,1,0,0
TEL-13262,52,2-Year,4G,103.98,414,28,1,4,0
TEL-13263,58,Month-to-Month,5G,29.43,0,102,1,1,1
TEL-13264,31,2-Year,4G,59.0,518,20,3,0,0
TEL-13265,32,2-Year,4G,61.85,473,25,1,1,0
TEL-13266,4,Month-to-Month,4G,55.59,609,39,2,2,1
TEL-13267,54,1-Year,5G,40.31,325,16,0,1,0
TEL-13268,55,2-Year,5G,79.56,498,38,8,0,0
TEL-13269,70,1-Year,5G,58.08,438,32,0,1,0
TEL-13270,60,Month-to-Month,5G,97.66,381,38,0,0,0
TEL-13271,40,Month-to-Month,4G,65.5,376,28,0,0,0
TEL-13272,55,Month-to-Month,4G,111.77,413,37,4,0,0
TEL-13273,9,2-Year,4G,71.71,589,15,1,1,0
TEL-13274,67,Month-to-Month,4G,104.69,572,30,6,0,0
TEL-13275,23,Month-to-Month,5G,110.42,801,30,1,0,0
TEL-13276,27,1-Year,5G,78.43,310,13,2,0,0
TEL-13277,57,Month-to-Month,4G,34.05,736,14,1,1,1
TEL-13278,22,Month-to-Month,4G,37.31,501,45,2,2,1
TEL-13279,57,2-Year,4G,65.16,0,93,0,1,1
TEL-13280,21,Month-to-Month,4G,55.56,383,24,0,1,0
TEL-13281,26,Month-to-Month,5G,117.62,405,27,1,2,1
TEL-13282,41,2-Year,5G,60.94,363,33,1,0,0
TEL-13283,37,1-Year,5G,109.33,663,24,1,2,0
TEL-13284,51,2-Year,5G,113.65,553,32,0,0,0
TEL-13285,26,,4G,50.46,669,45,5,1,0
TEL-13286,50,1-Year,5G,75.75,481,22,1,0,0
TEL-13287,21,,5G,45.17,380,31,0,0,0
TEL-13288,1,1-Year,4G,113.65,509,24,1,1,0
TEL-13289,13,Month-to-Month,4G,109.08,632,32,0,0,1
TEL-13290,23,2-Year,4G,72.74,535,25,2,3,0
TEL-13291,20,Month-to-Month,4G,20.24,567,44,0,2,0
TEL-13292,44,1-Year,4G,97.01,399,37,4,1,0
TEL-13293,24,Month-to-Month,5G,75.51,527,34,1,0,0
TEL-13294,49,1-Year,4G,24.07,386,34,1,1,0
TEL-13295,37,Month-to-Month,5G,104.18,0,78,1,0,1
TEL-13296,58,1-Year,4G,53.48,545,24,1,1,0
TEL-13297,10,Month-to-Month,4G,102.04,407,10,0,0,1
TEL-13298,2,1-Year,4G,49.3,479,33,0,0,0
TEL-13299,62,,4G,22.63,0,100,2,0,1
TEL-13300,58,1-Year,4G,77.16,649,16,2,0,0
TEL-13301,36,1-Year,4G,64.82,500,36,0,0,0
TEL-13302,71,Month-to-Month,4G,76.45,214,6,1,0,1
TEL-13303,60,1-Year,4G,99.83,608,9,0,1,0
TEL-13304,39,1-Year,5G,54.33,183,35,4,0,0
TEL-13305,3,Month-to-Month,5G,113.13,502,31,1,2,0
TEL-13306,42,1-Year,4G,86.82,0,94,1,0,1
TEL-13307,13,Month-to-Month,4G,81.25,513,21,0,0,0
TEL-13308,58,Month-to-Month,4G,91.17,602,10,0,0,0
TEL-13309,6,Month-to-Month,4G,70.99,332,35,0,0,0
TEL-13310,70,1-Year,4G,91.09,309,46,0,0,0
TEL-13311,62,Month-to-Month,4G,30.44,651,23,3,2,0
TEL-13312,67,Month-to-Month,4G,78.53,660,38,2,0,0
TEL-13313,59,Month-to-Month,4G,25.94,702,55,0,4,1
TEL-13314,13,Month-to-Month,5G,91.87,233,28,4,1,0
TEL-13315,32,Month-to-Month,5G,77.32,420,35,6,0,0
TEL-13316,21,1-Year,5G,52.87,511,9,0,0,0
TEL-13317,60,Month-to-Month,5G,115.91,522,28,0,0,0
TEL-13318,58,1-Year,5G,85.24,279,34,1,1,0
TEL-13319,48,1-Year,4G,58.31,158,24,0,0,0
TEL-13320,64,1-Year,4G,42.1,279,23,2,0,0
TEL-13321,59,Month-to-Month,5G,37.35,440,25,0,0,0
TEL-13322,16,1-Year,4G,27.99,563,38,0,1,0
TEL-13323,2,Month-to-Month,4G,114.49,804,34,0,3,0
TEL-13324,17,2-Year,5G,67.53,663,25,2,0,0
TEL-13325,3,,4G,104.57,600,30,3,0,0
TEL-13326,8,Month-to-Month,5G,59.88,593,22,0,0,0
TEL-13327,70,Month-to-Month,5G,51.29,462,28,2,0,0
TEL-13328,61,,4G,65.73,408,41,8,3,0
TEL-13329,64,Month-to-Month,4G,73.61,546,31,0,0,1
TEL-13330,21,Month-to-Month,4G,48.66,485,36,3,0,0
TEL-13331,57,,4G,35.18,477,14,0,0,0
TEL-13332,4,1-Year,4G,101.9,318,29,0,3,1
TEL-13333,46,Month-to-Month,4G,56.24,465,34,1,1,0
TEL-13334,26,Month-to-Month,4G,24.5,302,20,0,0,0
TEL-13335,5,2-Year,5G,35.32,502,11,0,0,0
TEL-13336,10,Month-to-Month,4G,49.77,327,34,4,2,1
TEL-13337,6,Month-to-Month,4G,89.71,466,27,1,0,0
TEL-13338,60,Month-to-Month,4G,98.51,685,45,3,0,0
TEL-13339,11,Month-to-Month,4G,73.13,568,38,0,0,0
TEL-13340,51,Month-to-Month,5G,100.02,467,6,0,0,0
TEL-13341,64,Month-to-Month,5G,42.67,447,34,0,0,0
TEL-13342,11,2-Year,4G,22.14,394,1,3,0,0
TEL-13343,64,Month-to-Month,4G,21.27,600,21,0,0,0
TEL-13344,2,Month-to-Month,4G,84.05,271,44,0,0,0
TEL-13345,26,,4G,105.55,451,24,0,0,0
TEL-13346,17,Month-to-Month,4G,22.5,349,29,1,1,1
TEL-13347,23,Month-to-Month,4G,53.6,681,20,2,1,1
TEL-13348,48,Month-to-Month,4G,94.65,446,32,0,0,0
TEL-13349,3,Month-to-Month,4G,32.12,486,21,2,1,0
TEL-13350,26,2-Year,5G,108.75,463,33,1,0,0
TEL-13351,59,Month-to-Month,4G,98.36,599,32,2,1,0
TEL-13352,18,1-Year,4G,30.65,480,18,0,0,0
TEL-13353,26,1-Year,4G,46.79,656,27,0,0,0
TEL-13354,21,1-Year,4G,49.99,202,17,1,0,0
TEL-13355,28,Month-to-Month,4G,74.12,472,37,0,4,0
TEL-13356,52,1-Year,4G,90.22,434,31,0,0,0
TEL-13357,55,Month-to-Month,5G,25.67,656,4,0,0,0
TEL-13358,31,Month-to-Month,4G,60.06,0,67,2,0,1
TEL-13359,63,Month-to-Month,5G,27.86,371,29,0,2,0
TEL-13360,12,Month-to-Month,4G,89.55,413,23,4,0,1
TEL-13361,19,1-Year,5G,38.59,0,106,3,0,1
TEL-13362,7,Month-to-Month,4G,90.39,436,35,4,1,1
TEL-13363,21,2-Year,4G,53.57,436,10,0,0,0
TEL-13364,10,1-Year,4G,79.51,449,43,1,0,0
TEL-13365,6,Month-to-Month,4G,71.69,214,25,0,1,0
TEL-13366,3,Month-to-Month,5G,31.25,798,31,2,0,1
TEL-13367,20,Month-to-Month,5G,105.54,595,14,4,3,0
TEL-13368,27,2-Year,5G,73.1,405,25,0,0,0
TEL-13369,24,Month-to-Month,5G,94.75,678,41,4,0,0
TEL-13370,24,2-Year,4G,38.36,468,16,0,0,0
TEL-13371,50,Month-to-Month,4G,111.89,846,24,0,2,0
TEL-13372,1,Month-to-Month,4G,63.84,712,27,2,0,0
TEL-13373,14,Month-to-Month,4G,61.08,444,32,0,0,0
TEL-13374,54,Month-to-Month,4G,28.88,399,22,2,1,0
TEL-13375,57,Month-to-Month,4G,102.09,311,33,0,0,0
TEL-13376,46,1-Year,4G,86.97,661,16,4,0,0
TEL-13377,22,Month-to-Month,5G,71.92,410,23,0,0,0
TEL-13378,31,Month-to-Month,4G,84.13,346,23,4,4,1
TEL-13379,50,1-Year,4G,113.66,355,17,0,0,0
TEL-13380,25,2-Year,4G,96.65,634,27,1,3,0
TEL-13381,58,Month-to-Month,5G,97.36,577,37,1,0,0
TEL-13382,21,2-Year,5G,61.24,648,30,2,0,0
TEL-13383,62,1-Year,4G,77.28,377,17,7,1,0
TEL-13384,48,Month-to-Month,4G,55.92,387,29,5,0,1
TEL-13385,8,Month-to-Month,4G,47.23,612,26,0,1,1
TEL-13386,48,Month-to-Month,5G,40.54,582,35,7,0,1
TEL-13387,54,Month-to-Month,4G,40.15,458,27,0,0,1
TEL-13388,59,Month-to-Month,4G,72.56,382,44,0,0,1
TEL-13389,24,1-Year,4G,63.95,498,26,2,0,0
TEL-13390,42,Month-to-Month,5G,47.74,511,15,1,2,0
TEL-13391,55,Month-to-Month,5G,94.67,501,43,3,0,0
TEL-13392,66,Month-to-Month,4G,61.54,540,14,0,1,0
TEL-13393,50,Month-to-Month,4G,95.29,511,30,2,3,0
TEL-13394,59,Month-to-Month,4G,80.59,508,40,0,1,0
TEL-13395,43,Month-to-Month,4G,39.38,611,20,2,2,0
TEL-13396,13,1-Year,5G,46.97,561,29,3,1,0
TEL-13397,58,1-Year,4G,71.97,566,27,5,1,0
TEL-13398,31,2-Year,4G,54.62,527,37,0,0,0
TEL-13399,55,2-Year,4G,50.09,266,39,1,3,0
TEL-13400,32,Month-to-Month,4G,85.08,379,9,5,0,1
TEL-13401,15,1-Year,4G,68.92,412,25,1,0,0
TEL-13402,29,1-Year,4G,33.58,589,26,1,0,0
TEL-13403,2,1-Year,4G,33.03,552,18,1,0,0
TEL-13404,69,1-Year,4G,115.78,0,89,0,0,1
TEL-13405,52,Month-to-Month,4G,104.99,549,39,1,0,0
TEL-13406,16,1-Year,5G,109.59,511,18,0,1,0
TEL-13407,24,Month-to-Month,4G,32.69,328,21,0,0,0
TEL-13408,6,Month-to-Month,4G,64.69,606,22,3,0,0
TEL-13409,57,Month-to-Month,5G,85.64,607,33,1,1,0
TEL-13410,37,Month-to-Month,4G,51.77,690,34,0,0,0
TEL-13411,3,Month-to-Month,5G,63.32,531,23,0,2,0
TEL-13412,26,1-Year,4G,117.97,604,17,1,0,0
TEL-13413,23,Month-to-Month,5G,67.51,485,27,1,2,1
TEL-13414,17,2-Year,4G,90.83,477,6,2,0,0
TEL-13415,32,1-Year,5G,60.97,617,29,4,0,0
TEL-13416,35,Month-to-Month,4G,119.61,503,30,2,0,0
TEL-13417,71,Month-to-Month,4G,31.28,367,47,0,0,1
TEL-13418,36,Month-to-Month,4G,119.64,322,10,0,0,0
TEL-13419,56,Month-to-Month,4G,78.36,566,23,3,1,0
TEL-13420,32,1-Year,4G,104.08,664,28,1,0,0
TEL-13421,26,2-Year,5G,52.71,703,24,1,0,0
TEL-13422,50,Month-to-Month,4G,68.65,862,27,0,0,0
TEL-13423,6,Month-to-Month,5G,45.13,576,32,1,3,0
TEL-13424,19,2-Year,4G,116.5,486,24,0,0,0
TEL-13425,5,Month-to-Month,4G,85.75,434,34,2,1,0
TEL-13426,22,Month-to-Month,4G,73.38,338,32,2,0,0
TEL-13427,55,1-Year,5G,68.79,339,41,1,0,0
TEL-13428,66,Month-to-Month,4G,46.92,0,108,2,0,1
TEL-13429,18,2-Year,4G,73.21,720,29,0,0,0
TEL-13430,28,Month-to-Month,5G,53.76,553,26,7,4,0
TEL-13431,40,Month-to-Month,5G,93.42,361,23,2,0,0
TEL-13432,68,Month-to-Month,4G,39.28,521,22,1,0,0
TEL-13433,22,1-Year,5G,60.61,481,48,0,0,0
TEL-13434,60,Month-to-Month,4G,99.63,330,33,0,0,0
TEL-13435,58,Month-to-Month,5G,93.62,523,43,0,3,0
TEL-13436,28,Month-to-Month,4G,65.43,468,23,6,0,1
TEL-13437,10,Month-to-Month,4G,117.28,633,21,0,0,1
TEL-13438,38,Month-to-Month,5G,114.54,393,33,0,1,0
TEL-13439,32,1-Year,4G,71.83,585,42,1,3,0
TEL-13440,60,1-Year,4G,115.6,606,28,2,0,0
TEL-13441,46,Month-to-Month,5G,50.43,504,24,1,0,0
TEL-13442,22,2-Year,5G,93.91,0,104,4,3,1
TEL-13443,15,Month-to-Month,4G,49.12,487,12,0,3,1
TEL-13444,9,Month-to-Month,5G,26.05,229,32,0,0,0
TEL-13445,48,2-Year,4G,110.68,365,50,2,3,0
TEL-13446,61,2-Year,4G,70.75,527,19,0,2,0
TEL-13447,39,Month-to-Month,4G,37.85,736,44,0,0,0
TEL-13448,62,Month-to-Month,4G,89.44,430,27,3,0,0
